accountID;installationID;installationName;mainActivity
110906;205608;Wälzbetrieb, basische Fahrweise;28-Production or processing of non-ferrous metals
100507;39;Kiimassuon voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95301;826;ARLANXEO EMULSION RUBBER FRANCE SAS;20-Combustion of fuels
110907;205562;Walhalla Kalkproduktionsgesellschaft mbH;30-Production of lime, or calcination of dolomite/magnesite
105716;4117;Glasschmelzwanne Wanne C;31-Manufacture of glass
100508;40;Koikkurintien lämpölaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95302;1082;Chaufferie Urbaine de la Zup de Blois;20-Combustion of fuels
110908;205431;WAG Verdichterstation Kirchberg;20-Combustion of fuels
100509;41;Lepistönkadun lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95303;598;CONTINENTAL FOODS PRODUCTION FRANCE;20-Combustion of fuels
105718;346;Werk  Kirchkimmen  Werk  3;32-Manufacture of ceramics
110909;205669;Asfalt Productie Tiel B.V.;20-Combustion of fuels
90151;200170;27518;10-Aircraft operator activities
100510;42;MTT lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95304;272;CRISTAL UNION - SVI FONTAINE LE DUN;20-Combustion of fuels
110910;205670;TRIMET Saint Jean de Maurienne;26-Production of primary aluminium
100511;43;Perkiöntien lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
90152;200173;26254;10-Aircraft operator activities
95305;1081;Etablissement de La Chapelle;31-Manufacture of glass
105721;866;Heizwerk Nord Frankfurt (Oder);20-Combustion of fuels
100512;44;Pispanmäen lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
110911;205665;Varaslättens Lagerhus;20-Combustion of fuels
90153;200172;30600;10-Aircraft operator activities
95306;597;'SKPRF Usine Alfa d''Avignon';35-Production of pulp
100513;45;Saksankadun lämpölaitos;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95307;271;Danone - Usine de Neufchatel en Bray;1-Combustion installations with a rated thermal input exceeding 20 MW
90154;200174;2658;10-Aircraft operator activities
110912;205672;KRONOSPAN AUXERRE;20-Combustion of fuels
100514;46;Vieremän lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
90155;200175;27086;10-Aircraft operator activities
95308;825;Chaufferie BUTACHIMIE;20-Combustion of fuels
110913;205674;Sensus B.V. Zwolle;20-Combustion of fuels
105725;585;Gebr. Hoffsümmer Spezialpapier GmbH & Co. KG;36-Production of paper or cardboard
90156;200179;24645;10-Aircraft operator activities
100515;47;lk118, Kirkkonummi;1-Combustion installations with a rated thermal input exceeding 20 MW
110914;205676;PROVENCE ENROBES;20-Combustion of fuels
95309;1080;MARS PF FRANCE - Chaufferie;20-Combustion of fuels
90157;200169;278;10-Aircraft operator activities
100516;48;lk209,  Tornio;1-Combustion installations with a rated thermal input exceeding 20 MW
110915;205678;Cognor SA Oddział Ferrostal Łabędy w Zawierciu;20-Combustion of fuels
95310;596;SAINT-GOBAIN ISOVER Orange;31-Manufacture of glass
105727;4131;FSJ-Papiermaschine 1 (Anlagennummer: 0220);36-Production of paper or cardboard
100517;49;lk78, Ulvila;20-Combustion of fuels
90158;200110;201;10-Aircraft operator activities
110916;205583;FORNACI DEL FAGARÈ s.r.l.;32-Manufacture of ceramics
95311;824;Chaufferie Porte de Bâle;20-Combustion of fuels
100518;455;lk153,  Seinäjoki;1-Combustion installations with a rated thermal input exceeding 20 MW
110917;205681;POGON;30-Production of lime, or calcination of dolomite/magnesite
95312;1079;SOFLEC;20-Combustion of fuels
105730;4132;Industriekraftwerk Plattling;20-Combustion of fuels
100519;456;lk174, Hanko;1-Combustion installations with a rated thermal input exceeding 20 MW
110918;205677;Ciglana Cerje Tužno d.o.o.;32-Manufacture of ceramics
95313;823;BASF Performance Products France - Ets de huningue;20-Combustion of fuels
100520;457;lk183,  Hamina;1-Combustion installations with a rated thermal input exceeding 20 MW
110919;205675;LEIER-LEITL d.o.o.;32-Manufacture of ceramics
105733;586;Papierfabrik Sappi Alfeld (0338);36-Production of paper or cardboard
95315;595;CIMENTERIE VICAT - Grave de Peille;29-Production of cement clinker
110920;205666;Duncrue Street Incinerator;20-Combustion of fuels
100521;458;lk194,   Lapinlahti;1-Combustion installations with a rated thermal input exceeding 20 MW
105734;4133;Heizwerk Zeitz;20-Combustion of fuels
100522;459;lk199,  Vammala;1-Combustion installations with a rated thermal input exceeding 20 MW
95316;270;EDF Centrale Le Havre;20-Combustion of fuels
110921;205683;POGON II;30-Production of lime, or calcination of dolomite/magnesite
105736;347;Ziegelwerk Hannover-Hainholz;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95317;821;PETROPLUS RAFFINAGE REICHSTETT;21-Refining of mineral oil
100523;460;lk204,  Jepua;1-Combustion installations with a rated thermal input exceeding 20 MW
110922;205682;POGON I;30-Production of lime, or calcination of dolomite/magnesite
95318;269;Compagnie Française Eco Huile;1-Combustion installations with a rated thermal input exceeding 20 MW
100524;461;lk211,  Rajamäki;1-Combustion installations with a rated thermal input exceeding 20 MW
110923;205516;Broomfleet Works;32-Manufacture of ceramics
95319;594;Nice - Chaufferie St Augustin;20-Combustion of fuels
90170;200200;20324;10-Aircraft operator activities
110924;205563;Lhoist Kalkproduktionsgesellschaft Istein mbH;30-Production of lime, or calcination of dolomite/magnesite
100525;532;Naantalin erikoistuotejalostamo;2-Mineral oil refineries
105739;867;Energiezentrale Heilbronn;1-Combustion installations with a rated thermal input exceeding 20 MW
95320;820;PAPETERIES DU RHIN;35-Production of pulp
100526;533;Porvoon jalostamo;2-Mineral oil refineries
110925;205685;Kullö panncentral;20-Combustion of fuels
95321;593;Lafarge Holcim Ciments - Usine de Contes;29-Production of cement clinker
100527;1;Haapaveden voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
110926;205686;SNF SAS;42-Production of bulk chemicals
90173;200203;4790;10-Aircraft operator activities
95322;819;PEUGEOT CITROEN MULHOUSE SNC;20-Combustion of fuels
105742;4135;Glaswerk Gardelegen;31-Manufacture of glass
100528;2;Inkoon voimalaitos;20-Combustion of fuels
110927;205688;SUNDESHY- Site de Francheville;20-Combustion of fuels
90174;200202;2440;10-Aircraft operator activities
95323;818;ALSTOM TRANSPORT;1-Combustion installations with a rated thermal input exceeding 20 MW
105744;587;Papiermaschinen PM 1 und PM 4;36-Production of paper or cardboard
100529;3;Meri-Porin voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95324;592;CPCU - chaufferie de Saint-Ouen III;20-Combustion of fuels
110928;205689;SUNDESHY- Site de Noirlieu;20-Combustion of fuels
90175;200204;27538;10-Aircraft operator activities
105745;4125;Prozesswärmeanlage;20-Combustion of fuels
110929;205690;SUNDESHY- Site de Soudron;20-Combustion of fuels
95325;1078;SODC ORLEANS;20-Combustion of fuels
100530;50;Euran lämpölaitos;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105746;868;Heizwerk Unterbarmen;20-Combustion of fuels
100531;51;Hyrylän teollisuusalue;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
110930;205687;COLAS BELGIUM SA - Agence JMV Site de Seraing;20-Combustion of fuels
95326;268;SAIPOL - Etablissement de Grand Couronne;20-Combustion of fuels
100532;52;Hyvinkään voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
110931;205662;Dudelange;25-Production or processing of ferrous metals
95327;817;DOLLFUS MIEG & CIE - DMC MULHOUSE;1-Combustion installations with a rated thermal input exceeding 20 MW
105748;348;Dachziegelwerk Dorfen;32-Manufacture of ceramics
100533;53;Vanajan voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95328;267;CHAUFFERIE DE CAUCRIAUVILLE DU HAVRE;20-Combustion of fuels
100534;54;Järvenpään Lämpölaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
105750;2699;Anlage zum Schmelzen mineralischer Stoffe;33-Manufacture of mineral wool
95329;1077;SOCOS;20-Combustion of fuels
110934;205491;Nemak - Werk Dillingen;28-Production or processing of non-ferrous metals
100535;55;Kaskitien lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105751;2794;Wismar Pellets Heizwerk HWI;20-Combustion of fuels
110935;205528;Hochdruckfettspaltung;42-Production of bulk chemicals
95330;816;DSM Nutritional Products France;20-Combustion of fuels
105752;2795;German Pellets Heizwerk EH;20-Combustion of fuels
100536;56;Kuusamon voimalaitos;20-Combustion of fuels
95332;591;SNC COGE VITRY;20-Combustion of fuels
100537;57;Naantalin voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
105753;588;Anlage zur Herstellung von Papier;36-Production of paper or cardboard
100538;58;Nummenkylän lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105754;869;HW Wallenroder Str. (Märkisches Viertel);20-Combustion of fuels
95333;71;LFO TERRASSON;29-Production of cement clinker
90190;200161;00369;10-Aircraft operator activities
100539;59;Riihimäen voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95334;590;EDF TAC de Vitry-Arrighi;20-Combustion of fuels
105755;349;Ziegelei Schwarzach;32-Manufacture of ceramics
90191;200201;30279;10-Aircraft operator activities
100540;60;Saunakallion lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105756;589;NW_02390290000;36-Production of paper or cardboard
95335;1076;Chaufferie urbaine de Montargis;1-Combustion installations with a rated thermal input exceeding 20 MW
100541;61;Sipoontien lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105757;350;Dachziegelwerk Dorfen;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95336;589;LFOUNDRY ROUSSET SAS;20-Combustion of fuels
105758;590;Anlage zur Papier- und Kartonherstellung;36-Production of paper or cardboard
100542;62;Tuusulan lämpölaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
110946;205691;Sullom Voe Terminal;20-Combustion of fuels
95337;266;Chaufferie;1-Combustion installations with a rated thermal input exceeding 20 MW
100543;462;Kauttuan voimalaitos;20-Combustion of fuels
110947;205702;NLMK Strasbourg;25-Production or processing of ferrous metals
95338;815;CENPA SAS;35-Production of pulp
105760;591;Papiermaschinen 1-4;36-Production of paper or cardboard
100544;463;Kirkniemen voimalaitos;20-Combustion of fuels
105761;352;Anlage zum Brennen von Garten- und Zierkeramik;32-Manufacture of ceramics
110948;205703;AIR LIQUIDE HYDROGENE - Port Jérôme;43-Production of hydrogen and synthesis gas
95339;97;Conserves France Saint Sylvestre;20-Combustion of fuels
100545;464;Kokkolan voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95340;265;Chaufferie;20-Combustion of fuels
110949;205704;AIR LIQUIDE HYDROGENE - LAVERA SMR;43-Production of hydrogen and synthesis gas
105762;592;Papierwerk Sundern GmbH;36-Production of paper or cardboard
100546;465;Lohjan lämpölaitos;36-Production of paper or cardboard
110950;205705;1403;10-Aircraft operator activities
95341;49;GOODYEAR AMIENS NORD;1-Combustion installations with a rated thermal input exceeding 20 MW
105763;353;Dachziegelwerk 3 Dorfen;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100547;466;Avilon Oy voimalaitos;20-Combustion of fuels
110951;205706;AIR LIQUIDE HYDROGENE - Pont-de-Claix;43-Production of hydrogen and synthesis gas
105764;593;Papierfabrik Grünperga;36-Production of paper or cardboard
95342;814;DOW FRANCE LAUTERBOURG;20-Combustion of fuels
100548;467;Säynätsalon lämpölaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
110952;205626;Ammoniakanlage;43-Production of hydrogen and synthesis gas
105765;594;Papierfabrik Hainsberg;36-Production of paper or cardboard
95343;813;Roquette Frères SA - Site de Beinheim (67);20-Combustion of fuels
100549;468;Uimaharjun voimalaitos;20-Combustion of fuels
110953;205543;Acetylenanlage;42-Production of bulk chemicals
95344;588;SOC.GARDANNAISE DE COGENERATION;20-Combustion of fuels
105766;354;Dachziegelwerk Dorfen;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100550;526;Loviisan varavoima diesellaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
110954;205544;Butandiolanlage;42-Production of bulk chemicals
95345;587;Gazel Energie Generation - Centrale de Provence;20-Combustion of fuels
105767;595;NW-42 0174883-0001;36-Production of paper or cardboard
110955;205709;Kopalnia Ropy Naf. i Gazu Ziem. Lubiatów;20-Combustion of fuels
95346;812;PAPETERIE ROSSMANN;35-Production of pulp
100551;442;Koverharin terästehdas;24-Production of pig iron or steel
105768;596;Papierfabrik Vreden;36-Production of paper or cardboard
95347;810;CLARIANT PRODUCTION (FRANCE);1-Combustion installations with a rated thermal input exceeding 20 MW
90210;200281;5922;10-Aircraft operator activities
100552;527;Imatran kompressoriasema;20-Combustion of fuels
105769;355;GA-Anlage Ziegelwerk Golem Altglietzen;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
110957;205716;LINEX PANNEAUX;20-Combustion of fuels
95348;586;'AIX - ZUP D''ENCAGNANE';20-Combustion of fuels
105770;356;Recker Ziegelwerk Werk 2;32-Manufacture of ceramics
90211;200283;24094;10-Aircraft operator activities
100553;528;Mäntsälän kompressoriasema;1-Combustion installations with a rated thermal input exceeding 20 MW
110958;205723;COLAS BELGIUM SA - Agence LEF;20-Combustion of fuels
95349;1075;LES LABORATOIRES SERVIER INDUSTRIE;20-Combustion of fuels
105771;357;Werk Hambergen;32-Manufacture of ceramics
100554;529;Valkealan kompressoriasema;20-Combustion of fuels
110959;205722;SCREDEMA;20-Combustion of fuels
90213;200282;256;10-Aircraft operator activities
95350;585;Chaufferie centrale Cadarache;20-Combustion of fuels
100555;420;Nokian tehdas;36-Production of paper or cardboard
110960;205721;Matériaux de Vaulx (MDV);20-Combustion of fuels
105772;358;Brennanlage Werk Marktredwitz;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
90214;200261;1009;10-Aircraft operator activities
95351;264;PETROPLUS RAFFINAGE PETIT-COURONNE SAS;21-Refining of mineral oil
105773;359;Röben Tonbaustoffe GmbH Bannberscheid;32-Manufacture of ceramics
100556;63;Höyrykattilalaitos;20-Combustion of fuels
110961;205720;LES ENROBES DU CENTRE;20-Combustion of fuels
105774;360;Klinkerwerk Iking;32-Manufacture of ceramics
95352;809;Centrale Thermique - Chauffage Urbain;20-Combustion of fuels
110962;205719;Famenne Enrobes SA;20-Combustion of fuels
100557;64;Alppilan lämpökeskus;20-Combustion of fuels
90216;200285;838;10-Aircraft operator activities
105775;361;Ziegelei Neuburg-Ried;32-Manufacture of ceramics
